Time,TC Compressor - SP,TC Compressor - PV,TC Compressor - OP,pv_delta,op_delta
5820,33.9249,33.9249,100,0.0229,2.9632
5880,33.925,33.925,100,0.023,2.9632
5940,33.9252,33.9252,100,0.0232,2.9632
6000,33.9254,33.9254,100,0.0234,2.9632
6060,33.9257,33.9257,100,0.0237,2.9632
6120,33.9261,33.9261,100,0.0241,2.9632
6180,33.9264,33.9264,100,0.0244,2.9632
6240,33.9267,33.9267,100,0.0247,2.9632
6300,33.927,33.927,100,0.025,2.9632
6360,33.9271,33.9271,100,0.0251,2.9632
6420,33.9272,33.9272,100,0.0252,2.9632
6480,33.9273,33.9273,100,0.0253,2.9632
6540,33.9273,33.9273,100,0.0253,2.9632
6600,33.9272,33.9272,100,0.0252,2.9632
6660,33.9268,33.9268,100,0.0248,2.9632
6720,33.9265,33.9265,100,0.0245,2.9632
6780,33.9262,33.9262,100,0.0242,2.9632
6840,33.926,33.926,100,0.024,2.9632
6900,33.926,33.926,100,0.024,2.9632
6960,33.9261,33.9261,100,0.0241,2.9632
7020,33.9263,33.9263,100,0.0243,2.9632
7080,33.9266,33.9266,100,0.0246,2.9632
7140,33.927,33.927,100,0.025,2.9632
7200,33.9274,33.9274,100,0.0254,2.9632
7260,33.9278,33.9278,100,0.0258,2.9632
7320,33.9281,33.9281,100,0.0261,2.9632
7380,33.9283,33.9283,100,0.0263,2.9632
7440,33.9283,33.9283,100,0.0263,2.9632
7500,33.9284,33.9284,100,0.0264,2.9632
7560,33.9284,33.9284,100,0.0264,2.9632
7620,33.9283,33.9283,100,0.0263,2.9632
7680,33.9282,33.9282,100,0.0262,2.9632
7740,33.9282,33.9282,100,0.0262,2.9632
7800,33.9282,33.9282,100,0.0262,2.9632
7860,33.9282,33.9282,100,0.0262,2.9632
7920,33.9283,33.9283,100,0.0263,2.9632
7980,33.9283,33.9283,100,0.0263,2.9632
8040,33.9284,33.9284,100,0.0264,2.9632
8100,33.9284,33.9284,100,0.0264,2.9632
8160,33.9284,33.9284,100,0.0264,2.9632
8220,33.9285,33.9285,100,0.0265,2.9632
8280,33.9285,33.9285,100,0.0265,2.9632
8340,33.9285,33.9285,100,0.0265,2.9632
8400,33.9286,33.9286,100,0.0266,2.9632
8460,33.9286,33.9286,100,0.0266,2.9632
8520,33.9286,33.9286,100,0.0266,2.9632
8580,33.9287,33.9287,100,0.0267,2.9632
8640,33.9287,33.9287,100,0.0267,2.9632
8700,33.9288,33.9288,100,0.0268,2.9632
8760,33.9289,33.9289,100,0.0269,2.9632
8820,33.929,33.929,100,0.027,2.9632
8880,33.929,33.929,100,0.027,2.9632
8940,33.9291,33.9291,100,0.0271,2.9632
9000,33.9291,33.9291,100,0.0271,2.9632
9060,33.9292,33.9292,100,0.0272,2.9632
9120,33.9292,33.9292,100,0.0272,2.9632
9180,33.9293,33.9293,100,0.0273,2.9632
9240,33.9293,33.9293,100,0.0273,2.9632
9300,33.9293,33.9293,100,0.0273,2.9632
9360,33.9291,33.9291,100,0.0271,2.9632
9420,33.9288,33.9288,100,0.0268,2.9632
9480,33.9287,33.9287,100,0.0267,2.9632
9540,33.9288,33.9288,100,0.0268,2.9632
9600,33.9289,33.9289,100,0.0269,2.9632
9660,33.9291,33.9291,100,0.0271,2.9632
9720,33.9293,33.9293,100,0.0273,2.9632
9780,33.9297,33.9297,100,0.0277,2.9632
9840,33.93,33.93,100,0.028,2.9632
9900,33.9302,33.9302,100,0.0282,2.9632
9960,33.9304,33.9304,100,0.0284,2.9632
10020,33.9305,33.9305,100,0.0285,2.9632
10080,33.9305,33.9305,100,0.0285,2.9632
10140,33.9305,33.9305,100,0.0285,2.9632
10200,33.9306,33.9306,100,0.0286,2.9632
10260,33.9306,33.9306,100,0.0286,2.9632
10320,33.9306,33.9306,100,0.0286,2.9632
10380,33.9306,33.9306,100,0.0286,2.9632
10440,33.9305,33.9305,100,0.0285,2.9632
10500,33.9305,33.9305,100,0.0285,2.9632
10560,33.9305,33.9305,100,0.0285,2.9632
10620,33.9306,33.9306,100,0.0286,2.9632
10680,33.9307,33.9307,100,0.0287,2.9632
10740,33.9308,33.9308,100,0.0288,2.9632
10800,33.9309,33.9309,100,0.0289,2.9632
10860,33.9309,33.9309,100,0.0289,2.9632
10920,33.931,33.931,100,0.029,2.9632
10980,33.931,33.931,100,0.029,2.9632
11040,33.9311,33.9311,100,0.0291,2.9632
11100,33.9311,33.9311,100,0.0291,2.9632
11160,33.9312,33.9312,100,0.0292,2.9632
11220,33.9312,33.9312,100,0.0292,2.9632
11280,33.9312,33.9312,100,0.0292,2.9632
11340,33.9313,33.9313,100,0.0293,2.9632
11400,33.9314,33.9314,100,0.0294,2.9632
11460,33.9314,33.9314,100,0.0294,2.9632
11520,33.9315,33.9315,100,0.0295,2.9632
11580,33.9315,33.9315,100,0.0295,2.9632
11640,33.9316,33.9316,100,0.0296,2.9632
11700,33.9316,33.9316,100,0.0296,2.9632
11760,33.9317,33.9317,100,0.0297,2.9632
11820,33.9317,33.9317,100,0.0297,2.9632
11880,33.9318,33.9318,100,0.0298,2.9632
11940,33.9319,33.9319,100,0.0299,2.9632
12000,33.9319,33.9319,100,0.0299,2.9632
12060,33.932,33.932,100,0.03,2.9632
12120,33.932,33.932,100,0.03,2.9632
12180,33.9321,33.9321,100,0.0301,2.9632
12240,33.9321,33.9321,100,0.0301,2.9632
12300,33.9322,33.9322,100,0.0302,2.9632
12360,33.9323,33.9323,100,0.0303,2.9632
12420,33.9323,33.9323,100,0.0303,2.9632
12480,33.9324,33.9324,100,0.0304,2.9632
12540,33.9324,33.9324,100,0.0304,2.9632
12600,33.9325,33.9325,100,0.0305,2.9632
12660,33.9325,33.9325,100,0.0305,2.9632
12720,33.9323,33.9323,100,0.0303,2.9632
12780,33.9321,33.9321,100,0.0301,2.9632
12840,33.9321,33.9321,100,0.0301,2.9632
12900,33.9321,33.9321,100,0.0301,2.9632
12960,33.9323,33.9323,100,0.0303,2.9632
13020,33.9326,33.9326,100,0.0306,2.9632
13080,33.9329,33.9329,100,0.0309,2.9632
13140,33.9331,33.9331,100,0.0311,2.9632
13200,33.9333,33.9333,100,0.0313,2.9632
13260,33.9334,33.9334,100,0.0314,2.9632
13320,33.9335,33.9335,100,0.0315,2.9632
13380,33.9335,33.9335,100,0.0315,2.9632
13440,33.9335,33.9335,100,0.0315,2.9632
13500,33.9336,33.9336,100,0.0316,2.9632
13560,33.9336,33.9336,100,0.0316,2.9632
13620,33.9336,33.9336,100,0.0316,2.9632
13680,33.9336,33.9336,100,0.0316,2.9632
13740,33.9337,33.9337,100,0.0317,2.9632
13800,33.9337,33.9337,100,0.0317,2.9632
13860,33.9338,33.9338,100,0.0318,2.9632
13920,33.9338,33.9338,100,0.0318,2.9632
13980,33.9338,33.9338,100,0.0318,2.9632
14040,33.9339,33.9339,100,0.0319,2.9632
14100,33.9339,33.9339,100,0.0319,2.9632
14160,33.9339,33.9339,100,0.0319,2.9632
14220,33.9338,33.9338,100,0.0318,2.9632
14280,33.9336,33.9336,100,0.0316,2.9632
14340,33.9334,33.9334,100,0.0314,2.9632
14400,33.9334,33.9334,100,0.0314,2.9632
14460,33.9336,33.9336,100,0.0316,2.9632
14520,33.9337,33.9337,100,0.0317,2.9632
14580,33.934,33.934,100,0.032,2.9632
14640,33.9343,33.9343,100,0.0323,2.9632
14700,33.9345,33.9345,100,0.0325,2.9632
14760,33.9347,33.9347,100,0.0327,2.9632
14820,33.9349,33.9349,100,0.0329,2.9632
14880,33.9349,33.9349,100,0.0329,2.9632
14940,33.935,33.935,100,0.033,2.9632
15000,33.935,33.935,100,0.033,2.9632
15060,33.935,33.935,100,0.033,2.9632
15120,33.9351,33.9351,100,0.0331,2.9632
15180,33.9351,33.9351,100,0.0331,2.9632
15240,33.9351,33.9351,100,0.0331,2.9632
15300,33.9347,33.9347,100,0.0327,2.9632
15360,33.9342,33.9342,100,0.0322,2.9632
15420,33.9339,33.9339,100,0.0319,2.9632
15480,33.9337,33.9337,100,0.0317,2.9632
15540,33.9338,33.9338,100,0.0318,2.9632
15600,33.934,33.934,100,0.032,2.9632
15660,33.9343,33.9343,100,0.0323,2.9632
15720,33.9347,33.9347,100,0.0327,2.9632
15780,33.9351,33.9351,100,0.0331,2.9632
15840,33.9356,33.9356,100,0.0336,2.9632
15900,33.9361,33.9361,100,0.0341,2.9632
15960,33.9364,33.9364,100,0.0344,2.9632
16020,33.9367,33.9367,100,0.0347,2.9632
16080,33.9368,33.9368,100,0.0348,2.9632
16140,33.9368,33.9368,100,0.0348,2.9632
16200,33.9368,33.9368,97.04,0.0348,0.0032
16260,33.9331,33.9331,97.04,0.0311,0.0032
16320,33.9287,33.9287,97.04,0.0267,0.0032
16380,33.925,33.925,97.04,0.023,0.0032
16440,33.9221,33.9221,97.04,0.0201,0.0032
16500,33.92,33.92,97.04,0.018,0.0032
16560,33.9185,33.9185,97.04,0.0165,0.0032
16620,33.9175,33.9175,97.04,0.0155,0.0032
16680,33.9168,33.9168,97.04,0.0148,0.0032
16740,33.9164,33.9164,97.04,0.0144,0.0032
16800,33.9161,33.9161,97.04,0.0141,0.0032
16860,33.9159,33.9159,97.04,0.0139,0.0032
16920,33.9158,33.9158,97.04,0.0138,0.0032
16980,33.9157,33.9157,97.04,0.0137,0.0032
17040,33.9157,33.9157,97.04,0.0137,0.0032
17100,33.9156,33.9156,97.04,0.0136,0.0032
17160,33.9156,33.9156,97.04,0.0136,0.0032
17220,33.9156,33.9156,97.04,0.0136,0.0032
17280,33.9156,33.9156,97.04,0.0136,0.0032
17340,33.9156,33.9156,97.04,0.0136,0.0032
17400,33.9156,33.9156,97.04,0.0136,0.0032
17460,33.9153,33.9153,97.04,0.0133,0.0032
17520,33.9151,33.9151,97.04,0.0131,0.0032
17580,33.915,33.915,97.04,0.013,0.0032
17640,33.9151,33.9151,97.04,0.0131,0.0032
17700,33.9153,33.9153,97.04,0.0133,0.0032
17760,33.9155,33.9155,97.04,0.0135,0.0032
17820,33.9157,33.9157,97.04,0.0137,0.0032
17880,33.9157,33.9157,97.04,0.0137,0.0032
17940,33.9156,33.9156,97.04,0.0136,0.0032
18000,33.9156,33.9156,97.04,0.0136,0.0032
18060,33.9156,33.9156,97.04,0.0136,0.0032
18120,33.9157,33.9157,97.04,0.0137,0.0032
18180,33.9158,33.9158,97.04,0.0138,0.0032
18240,33.9159,33.9159,97.04,0.0139,0.0032
18300,33.916,33.916,97.04,0.014,0.0032
18360,33.916,33.916,97.04,0.014,0.0032
18420,33.9159,33.9159,97.04,0.0139,0.0032
18480,33.9159,33.9159,97.04,0.0139,0.0032
18540,33.9159,33.9159,97.04,0.0139,0.0032
18600,33.9158,33.9158,97.04,0.0138,0.0032
18660,33.9158,33.9158,97.04,0.0138,0.0032
18720,33.9158,33.9158,97.04,0.0138,0.0032
18780,33.9157,33.9157,97.04,0.0137,0.0032
18840,33.9157,33.9157,97.04,0.0137,0.0032
18900,33.9157,33.9157,97.04,0.0137,0.0032
18960,33.9157,33.9157,97.04,0.0137,0.0032
19020,33.9157,33.9157,97.04,0.0137,0.0032
19080,33.9157,33.9157,97.04,0.0137,0.0032
19140,33.9157,33.9157,97.04,0.0137,0.0032
19200,33.9157,33.9157,97.04,0.0137,0.0032
19260,33.9156,33.9156,97.04,0.0136,0.0032
19320,33.9156,33.9156,97.04,0.0136,0.0032
19380,33.9156,33.9156,97.04,0.0136,0.0032
19440,33.9156,33.9156,97.04,0.0136,0.0032
19500,33.9156,33.9156,97.04,0.0136,0.0032
19560,33.9156,33.9156,97.04,0.0136,0.0032
19620,33.9156,33.9156,97.04,0.0136,0.0032
19680,33.9156,33.9156,97.04,0.0136,0.0032
19740,33.9156,33.9156,97.04,0.0136,0.0032
19800,33.9156,33.9156,97.04,0.0136,0.0032
19860,33.9156,33.9156,97.04,0.0136,0.0032
19920,33.9156,33.9156,97.04,0.0136,0.0032
19980,33.9156,33.9156,97.04,0.0136,0.0032
20040,33.9156,33.9156,97.04,0.0136,0.0032
20100,33.9156,33.9156,97.04,0.0136,0.0032
20160,33.9156,33.9156,97.04,0.0136,0.0032
20220,33.9156,33.9156,97.04,0.0136,0.0032
20280,33.9156,33.9156,97.04,0.0136,0.0032
20340,33.9156,33.9156,97.04,0.0136,0.0032
20400,33.9156,33.9156,97.04,0.0136,0.0032
20460,33.9156,33.9156,97.04,0.0136,0.0032
20520,33.9156,33.9156,97.04,0.0136,0.0032
20580,33.9156,33.9156,97.04,0.0136,0.0032
20640,33.9156,33.9156,97.04,0.0136,0.0032
20700,33.9156,33.9156,97.04,0.0136,0.0032
20760,33.9156,33.9156,97.04,0.0136,0.0032
20820,33.9156,33.9156,97.04,0.0136,0.0032
20880,33.9156,33.9156,97.04,0.0136,0.0032
20940,33.9156,33.9156,97.04,0.0136,0.0032
21000,33.9156,33.9156,97.04,0.0136,0.0032
21060,33.9156,33.9156,97.04,0.0136,0.0032
21120,33.9152,33.9152,97.04,0.0132,0.0032
21180,33.9149,33.9149,97.04,0.0129,0.0032
21240,33.9147,33.9147,97.04,0.0127,0.0032
21300,33.9147,33.9147,97.04,0.0127,0.0032
21360,33.9147,33.9147,97.04,0.0127,0.0032
21420,33.9149,33.9149,97.04,0.0129,0.0032
21480,33.915,33.915,97.04,0.013,0.0032
21540,33.9152,33.9152,97.04,0.0132,0.0032
21600,33.9155,33.9155,97.04,0.0135,0.0032
21660,33.9158,33.9158,97.04,0.0138,0.0032
21720,33.9159,33.9159,97.04,0.0139,0.0032
21780,33.9161,33.9161,97.04,0.0141,0.0032
21840,33.916,33.916,97.04,0.014,0.0032
21900,33.9159,33.9159,97.04,0.0139,0.0032
21960,33.9159,33.9159,97.04,0.0139,0.0032
22020,33.9159,33.9159,97.04,0.0139,0.0032
22080,33.9159,33.9159,97.04,0.0139,0.0032
22140,33.9159,33.9159,97.04,0.0139,0.0032
22200,33.9159,33.9159,97.04,0.0139,0.0032
22260,33.9158,33.9158,97.04,0.0138,0.0032
22320,33.9158,33.9158,97.04,0.0138,0.0032
22380,33.9158,33.9158,97.04,0.0138,0.0032
22440,33.9157,33.9157,97.04,0.0137,0.0032
22500,33.9154,33.9154,97.04,0.0134,0.0032
22560,33.9149,33.9149,97.04,0.0129,0.0032
22620,33.9145,33.9145,97.04,0.0125,0.0032
22680,33.9142,33.9142,97.04,0.0122,0.0032
22740,33.9142,33.9142,97.04,0.0122,0.0032
22800,33.9142,33.9142,97.04,0.0122,0.0032
22860,33.9144,33.9144,97.04,0.0124,0.0032
22920,33.9147,33.9147,97.04,0.0127,0.0032
22980,33.915,33.915,97.04,0.013,0.0032
23040,33.9154,33.9154,97.04,0.0134,0.0032
23100,33.9158,33.9158,97.04,0.0138,0.0032
23160,33.9161,33.9161,97.04,0.0141,0.0032
23220,33.9163,33.9163,97.04,0.0143,0.0032
23280,33.9162,33.9162,97.04,0.0142,0.0032
23340,33.916,33.916,97.04,0.014,0.0032
23400,33.9159,33.9159,97.04,0.0139,0.0032
23460,33.9159,33.9159,97.04,0.0139,0.0032
23520,33.9159,33.9159,97.04,0.0139,0.0032
23580,33.916,33.916,97.04,0.014,0.0032
23640,33.916,33.916,97.04,0.014,0.0032
23700,33.916,33.916,97.04,0.014,0.0032
23760,33.916,33.916,97.04,0.014,0.0032
23820,33.916,33.916,97.04,0.014,0.0032
23880,33.9159,33.9159,97.04,0.0139,0.0032
23940,33.9159,33.9159,97.04,0.0139,0.0032
24000,33.9156,33.9156,97.04,0.0136,0.0032
24060,33.9152,33.9152,97.04,0.0132,0.0032
24120,33.915,33.915,97.04,0.013,0.0032
24180,33.9149,33.9149,97.04,0.0129,0.0032
24240,33.9149,33.9149,97.04,0.0129,0.0032
24300,33.9151,33.9151,97.04,0.0131,0.0032
24360,33.9153,33.9153,97.04,0.0133,0.0032
24420,33.9155,33.9155,97.04,0.0135,0.0032
24480,33.9157,33.9157,97.04,0.0137,0.0032
24540,33.9158,33.9158,97.04,0.0138,0.0032
24600,33.9159,33.9159,97.04,0.0139,0.0032
24660,33.9159,33.9159,97.04,0.0139,0.0032
24720,33.9159,33.9159,97.04,0.0139,0.0032
24780,33.9159,33.9159,97.04,0.0139,0.0032
24840,33.9159,33.9159,97.04,0.0139,0.0032
24900,33.9158,33.9158,97.04,0.0138,0.0032
24960,33.9158,33.9158,97.04,0.0138,0.0032
25020,33.9158,33.9158,97.04,0.0138,0.0032
25080,33.9157,33.9157,97.04,0.0137,0.0032
25140,33.9157,33.9157,97.04,0.0137,0.0032
25200,33.9156,33.9156,97.04,0.0136,0.0032
25260,33.9154,33.9154,97.04,0.0134,0.0032
25320,33.9153,33.9153,97.04,0.0133,0.0032
25380,33.9152,33.9152,97.04,0.0132,0.0032
25440,33.9152,33.9152,97.04,0.0132,0.0032
25500,33.9153,33.9153,97.04,0.0133,0.0032
25560,33.9154,33.9154,97.04,0.0134,0.0032
25620,33.9154,33.9154,97.04,0.0134,0.0032
25680,33.9152,33.9152,97.04,0.0132,0.0032
25740,33.9151,33.9151,97.04,0.0131,0.0032
25800,33.915,33.915,97.04,0.013,0.0032
25860,33.9151,33.9151,97.04,0.0131,0.0032
25920,33.9152,33.9152,97.04,0.0132,0.0032
25980,33.9154,33.9154,97.04,0.0134,0.0032
26040,33.9156,33.9156,97.04,0.0136,0.0032
26100,33.9157,33.9157,97.04,0.0137,0.0032
26160,33.9158,33.9158,97.04,0.0138,0.0032
26220,33.9159,33.9159,97.04,0.0139,0.0032
26280,33.9158,33.9158,97.04,0.0138,0.0032
26340,33.9154,33.9154,97.04,0.0134,0.0032
26400,33.9151,33.9151,97.04,0.0131,0.0032
26460,33.9149,33.9149,97.04,0.0129,0.0032
26520,33.9149,33.9149,97.04,0.0129,0.0032
26580,33.9149,33.9149,97.04,0.0129,0.0032
26640,33.915,33.915,97.04,0.013,0.0032
26700,33.9152,33.9152,97.04,0.0132,0.0032
26760,33.9154,33.9154,97.04,0.0134,0.0032
26820,33.9156,33.9156,97.04,0.0136,0.0032
26880,33.9158,33.9158,97.04,0.0138,0.0032
26940,33.9159,33.9159,97.04,0.0139,0.0032
27000,33.9159,33.9159,97.04,0.0139,0.0032
27060,33.9159,33.9159,97.04,0.0139,0.0032
27120,33.9159,33.9159,97.04,0.0139,0.0032
27180,33.9159,33.9159,97.04,0.0139,0.0032
27240,33.9158,33.9158,97.04,0.0138,0.0032
27300,33.9158,33.9158,97.04,0.0138,0.0032
27360,33.9157,33.9157,97.04,0.0137,0.0032
27420,33.9157,33.9157,97.04,0.0137,0.0032
27480,33.9157,33.9157,97.04,0.0137,0.0032
27540,33.9156,33.9156,97.04,0.0136,0.0032
27600,33.9156,33.9156,97.04,0.0136,0.0032
27660,33.9156,33.9156,97.04,0.0136,0.0032
27720,33.9156,33.9156,97.04,0.0136,0.0032
27780,33.9156,33.9156,97.04,0.0136,0.0032
27840,33.9155,33.9155,97.04,0.0135,0.0032
27900,33.9155,33.9155,97.04,0.0135,0.0032
27960,33.9155,33.9155,97.04,0.0135,0.0032
28020,33.9155,33.9155,97.04,0.0135,0.0032
28080,33.9154,33.9154,97.04,0.0134,0.0032
28140,33.9154,33.9154,97.04,0.0134,0.0032
28200,33.9154,33.9154,97.04,0.0134,0.0032
28260,33.9155,33.9155,97.04,0.0135,0.0032
28320,33.9155,33.9155,97.04,0.0135,0.0032
28380,33.9156,33.9156,97.04,0.0136,0.0032
28440,33.9155,33.9155,97.04,0.0135,0.0032
28500,33.9154,33.9154,97.04,0.0134,0.0032
28560,33.9153,33.9153,97.04,0.0133,0.0032
28620,33.9153,33.9153,97.04,0.0133,0.0032
28680,33.9153,33.9153,97.04,0.0133,0.0032
28740,33.9154,33.9154,97.04,0.0134,0.0032
28800,33.9155,33.9155,97.04,0.0135,0.0032
28860,33.9155,33.9155,97.04,0.0135,0.0032
28920,33.9156,33.9156,97.04,0.0136,0.0032
28980,33.9156,33.9156,97.04,0.0136,0.0032
29040,33.9156,33.9156,97.04,0.0136,0.0032
29100,33.9156,33.9156,97.04,0.0136,0.0032
29160,33.9156,33.9156,97.04,0.0136,0.0032
29220,33.9155,33.9155,97.04,0.0135,0.0032
29280,33.9152,33.9152,97.04,0.0132,0.0032
29340,33.9149,33.9149,97.04,0.0129,0.0032
29400,33.9148,33.9148,97.04,0.0128,0.0032
29460,33.9149,33.9149,97.04,0.0129,0.0032
29520,33.915,33.915,97.04,0.013,0.0032
29580,33.9152,33.9152,97.04,0.0132,0.0032
29640,33.9154,33.9154,97.04,0.0134,0.0032
29700,33.9156,33.9156,97.04,0.0136,0.0032
29760,33.9157,33.9157,97.04,0.0137,0.0032
29820,33.9158,33.9158,97.04,0.0138,0.0032
29880,33.9159,33.9159,97.04,0.0139,0.0032
29940,33.9159,33.9159,97.04,0.0139,0.0032
30000,33.9158,33.9158,97.04,0.0138,0.0032
30060,33.9158,33.9158,97.04,0.0138,0.0032
30120,33.9158,33.9158,97.04,0.0138,0.0032
30180,33.9157,33.9157,97.04,0.0137,0.0032
30240,33.9156,33.9156,97.04,0.0136,0.0032
30300,33.9154,33.9154,97.04,0.0134,0.0032
30360,33.9154,33.9154,97.04,0.0134,0.0032
30420,33.9155,33.9155,97.04,0.0135,0.0032
30480,33.9155,33.9155,97.04,0.0135,0.0032
30540,33.9156,33.9156,97.04,0.0136,0.0032
30600,33.9156,33.9156,94.08,0.0136,-2.9568
30660,33.9117,33.9117,94.08,0.0097,-2.9568
30720,33.9071,33.9071,94.08,0.0051,-2.9568
30780,33.9033,33.9033,94.08,0.0013,-2.9568
30840,33.9003,33.9003,94.08,-0.0017,-2.9568
30900,33.8981,33.8981,94.08,-0.0039,-2.9568
30960,33.8965,33.8965,94.08,-0.0055,-2.9568
31020,33.8954,33.8954,94.08,-0.0066,-2.9568
31080,33.8947,33.8947,94.08,-0.0073,-2.9568
31140,33.8942,33.8942,94.08,-0.0078,-2.9568
31200,33.8939,33.8939,94.08,-0.0081,-2.9568
31260,33.8936,33.8936,94.08,-0.0084,-2.9568
31320,33.8935,33.8935,94.08,-0.0085,-2.9568
31380,33.8933,33.8933,94.08,-0.0087,-2.9568
31440,33.8932,33.8932,94.08,-0.0088,-2.9568
31500,33.8932,33.8932,94.08,-0.0088,-2.9568
31560,33.8931,33.8931,94.08,-0.0089,-2.9568
31620,33.893,33.893,94.08,-0.009,-2.9568
31680,33.893,33.893,94.08,-0.009,-2.9568
31740,33.8929,33.8929,94.08,-0.0091,-2.9568
31800,33.8929,33.8929,94.08,-0.0091,-2.9568
31860,33.8928,33.8928,94.08,-0.0092,-2.9568
31920,33.8925,33.8925,94.08,-0.0095,-2.9568
31980,33.8922,33.8922,94.08,-0.0098,-2.9568
32040,33.8919,33.8919,94.08,-0.0101,-2.9568
32100,33.8918,33.8918,94.08,-0.0102,-2.9568
32160,33.8918,33.8918,94.08,-0.0102,-2.9568
32220,33.8919,33.8919,94.08,-0.0101,-2.9568
