Time,TC Compressor - SP,TC Compressor - PV,TC Compressor - OP,pv_delta,op_delta
6000,33.3804,33.3804,48.63,0.1124,4.0022
6060,33.3807,33.3807,48.63,0.1127,4.0022
6120,33.3809,33.3809,48.63,0.1129,4.0022
6180,33.3812,33.3812,48.63,0.1132,4.0022
6240,33.3812,33.3812,48.63,0.1132,4.0022
6300,33.3812,33.3812,48.63,0.1132,4.0022
6360,33.3813,33.3813,48.63,0.1133,4.0022
6420,33.3815,33.3815,48.63,0.1135,4.0022
6480,33.3818,33.3818,48.63,0.1138,4.0022
6540,33.3822,33.3822,48.63,0.1142,4.0022
6600,33.3826,33.3826,48.63,0.1146,4.0022
6660,33.383,33.383,48.63,0.115,4.0022
6720,33.3835,33.3835,48.63,0.1155,4.0022
6780,33.384,33.384,48.63,0.116,4.0022
6840,33.3844,33.3844,48.63,0.1164,4.0022
6900,33.3847,33.3847,48.63,0.1167,4.0022
6960,33.385,33.385,48.63,0.117,4.0022
7020,33.3852,33.3852,48.63,0.1172,4.0022
7080,33.3855,33.3855,48.63,0.1175,4.0022
7140,33.3857,33.3857,48.63,0.1177,4.0022
7200,33.3859,33.3859,48.63,0.1179,4.0022
7260,33.3862,33.3862,48.63,0.1182,4.0022
7320,33.3864,33.3864,48.63,0.1184,4.0022
7380,33.3866,33.3866,48.63,0.1186,4.0022
7440,33.3869,33.3869,48.63,0.1189,4.0022
7500,33.3871,33.3871,48.63,0.1191,4.0022
7560,33.3874,33.3874,48.63,0.1194,4.0022
7620,33.3876,33.3876,48.63,0.1196,4.0022
7680,33.3879,33.3879,48.63,0.1199,4.0022
7740,33.3881,33.3881,48.63,0.1201,4.0022
7800,33.3883,33.3883,48.63,0.1203,4.0022
7860,33.3885,33.3885,48.63,0.1205,4.0022
7920,33.3887,33.3887,48.63,0.1207,4.0022
7980,33.389,33.389,48.63,0.121,4.0022
8040,33.3893,33.3893,48.63,0.1213,4.0022
8100,33.3897,33.3897,48.63,0.1217,4.0022
8160,33.39,33.39,48.63,0.122,4.0022
8220,33.3903,33.3903,48.63,0.1223,4.0022
8280,33.3906,33.3906,48.63,0.1226,4.0022
8340,33.3908,33.3908,48.63,0.1228,4.0022
8400,33.3911,33.3911,48.63,0.1231,4.0022
8460,33.3914,33.3914,48.63,0.1234,4.0022
8520,33.3916,33.3916,48.63,0.1236,4.0022
8580,33.3919,33.3919,48.63,0.1239,4.0022
8640,33.3921,33.3921,48.63,0.1241,4.0022
8700,33.3924,33.3924,48.63,0.1244,4.0022
8760,33.3927,33.3927,48.63,0.1247,4.0022
8820,33.3929,33.3929,48.63,0.1249,4.0022
8880,33.3932,33.3932,48.63,0.1252,4.0022
8940,33.3934,33.3934,48.63,0.1254,4.0022
9000,33.3937,33.3937,44.63,0.1257,0.0022
9060,33.3781,33.3781,44.63,0.1101,0.0022
9120,33.3584,33.3584,44.63,0.0904,0.0022
9180,33.3409,33.3409,44.63,0.0729,0.0022
9240,33.3269,33.3269,44.63,0.0589,0.0022
9300,33.3166,33.3166,44.63,0.0486,0.0022
9360,33.3092,33.3092,44.63,0.0412,0.0022
9420,33.3042,33.3042,44.63,0.0362,0.0022
9480,33.301,33.301,44.63,0.033,0.0022
9540,33.2989,33.2989,44.63,0.0309,0.0022
9600,33.2977,33.2977,44.63,0.0297,0.0022
9660,33.2972,33.2972,44.63,0.0292,0.0022
9720,33.297,33.297,44.63,0.029,0.0022
9780,33.297,33.297,44.63,0.029,0.0022
9840,33.2973,33.2973,44.63,0.0293,0.0022
9900,33.2977,33.2977,44.63,0.0297,0.0022
9960,33.2981,33.2981,44.63,0.0301,0.0022
10020,33.2986,33.2986,44.63,0.0306,0.0022
10080,33.2991,33.2991,44.63,0.0311,0.0022
10140,33.2996,33.2996,44.63,0.0316,0.0022
10200,33.3002,33.3002,44.63,0.0322,0.0022
10260,33.3007,33.3007,44.63,0.0327,0.0022
10320,33.3011,33.3011,44.63,0.0331,0.0022
10380,33.3016,33.3016,44.63,0.0336,0.0022
10440,33.302,33.302,44.63,0.034,0.0022
10500,33.3024,33.3024,44.63,0.0344,0.0022
10560,33.3026,33.3026,44.63,0.0346,0.0022
10620,33.3026,33.3026,44.63,0.0346,0.0022
10680,33.3025,33.3025,44.63,0.0345,0.0022
10740,33.3022,33.3022,44.63,0.0342,0.0022
10800,33.3019,33.3019,44.63,0.0339,0.0022
10860,33.3017,33.3017,44.63,0.0337,0.0022
10920,33.3014,33.3014,44.63,0.0334,0.0022
10980,33.301,33.301,44.63,0.033,0.0022
11040,33.3005,33.3005,44.63,0.0325,0.0022
11100,33.3001,33.3001,44.63,0.0321,0.0022
11160,33.2999,33.2999,44.63,0.0319,0.0022
11220,33.2998,33.2998,44.63,0.0318,0.0022
11280,33.2998,33.2998,44.63,0.0318,0.0022
11340,33.2999,33.2999,44.63,0.0319,0.0022
11400,33.3001,33.3001,44.63,0.0321,0.0022
11460,33.3003,33.3003,44.63,0.0323,0.0022
11520,33.3004,33.3004,44.63,0.0324,0.0022
11580,33.3002,33.3002,44.63,0.0322,0.0022
11640,33.3,33.3,44.63,0.032,0.0022
11700,33.2999,33.2999,44.63,0.0319,0.0022
11760,33.2999,33.2999,44.63,0.0319,0.0022
11820,33.3,33.3,44.63,0.032,0.0022
11880,33.3002,33.3002,44.63,0.0322,0.0022
11940,33.3002,33.3002,44.63,0.0322,0.0022
12000,33.3002,33.3002,44.63,0.0322,0.0022
12060,33.3001,33.3001,44.63,0.0321,0.0022
12120,33.3001,33.3001,44.63,0.0321,0.0022
12180,33.3001,33.3001,44.63,0.0321,0.0022
12240,33.3001,33.3001,44.63,0.0321,0.0022
12300,33.3001,33.3001,44.63,0.0321,0.0022
12360,33.3001,33.3001,44.63,0.0321,0.0022
12420,33.3001,33.3001,44.63,0.0321,0.0022
12480,33.3001,33.3001,44.63,0.0321,0.0022
12540,33.3001,33.3001,44.63,0.0321,0.0022
12600,33.3001,33.3001,44.63,0.0321,0.0022
12660,33.3001,33.3001,44.63,0.0321,0.0022
12720,33.3,33.3,44.63,0.032,0.0022
12780,33.3,33.3,44.63,0.032,0.0022
12840,33.3,33.3,44.63,0.032,0.0022
12900,33.3,33.3,44.63,0.032,0.0022
12960,33.3,33.3,44.63,0.032,0.0022
13020,33.3,33.3,44.63,0.032,0.0022
13080,33.3,33.3,44.63,0.032,0.0022
13140,33.3,33.3,44.63,0.032,0.0022
13200,33.3,33.3,44.63,0.032,0.0022
13260,33.3,33.3,44.63,0.032,0.0022
13320,33.3,33.3,44.63,0.032,0.0022
13380,33.3,33.3,44.63,0.032,0.0022
13440,33.3,33.3,44.63,0.032,0.0022
13500,33.3,33.3,44.63,0.032,0.0022
13560,33.3,33.3,44.63,0.032,0.0022
13620,33.3,33.3,44.63,0.032,0.0022
13680,33.2998,33.2998,44.63,0.0318,0.0022
13740,33.2993,33.2993,44.63,0.0313,0.0022
13800,33.2988,33.2988,44.63,0.0308,0.0022
13860,33.2986,33.2986,44.63,0.0306,0.0022
13920,33.2984,33.2984,44.63,0.0304,0.0022
13980,33.2985,33.2985,44.63,0.0305,0.0022
14040,33.2986,33.2986,44.63,0.0306,0.0022
14100,33.2987,33.2987,44.63,0.0307,0.0022
14160,33.299,33.299,44.63,0.031,0.0022
14220,33.2992,33.2992,44.63,0.0312,0.0022
14280,33.2994,33.2994,44.63,0.0314,0.0022
14340,33.2997,33.2997,44.63,0.0317,0.0022
14400,33.3,33.3,44.63,0.032,0.0022
14460,33.3002,33.3002,44.63,0.0322,0.0022
14520,33.3005,33.3005,44.63,0.0325,0.0022
14580,33.3007,33.3007,44.63,0.0327,0.0022
14640,33.3007,33.3007,44.63,0.0327,0.0022
14700,33.3007,33.3007,44.63,0.0327,0.0022
14760,33.3007,33.3007,44.63,0.0327,0.0022
14820,33.3006,33.3006,44.63,0.0326,0.0022
14880,33.3005,33.3005,44.63,0.0325,0.0022
14940,33.3004,33.3004,44.63,0.0324,0.0022
15000,33.3003,33.3003,44.63,0.0323,0.0022
15060,33.3003,33.3003,44.63,0.0323,0.0022
15120,33.3002,33.3002,44.63,0.0322,0.0022
15180,33.3001,33.3001,44.63,0.0321,0.0022
15240,33.3001,33.3001,44.63,0.0321,0.0022
15300,33.3001,33.3001,44.63,0.0321,0.0022
15360,33.3,33.3,44.63,0.032,0.0022
15420,33.3,33.3,44.63,0.032,0.0022
15480,33.3,33.3,44.63,0.032,0.0022
15540,33.3,33.3,44.63,0.032,0.0022
15600,33.3,33.3,44.63,0.032,0.0022
15660,33.3,33.3,44.63,0.032,0.0022
15720,33.2999,33.2999,44.63,0.0319,0.0022
15780,33.2999,33.2999,44.63,0.0319,0.0022
15840,33.2999,33.2999,44.63,0.0319,0.0022
15900,33.2999,33.2999,44.63,0.0319,0.0022
15960,33.2999,33.2999,44.63,0.0319,0.0022
16020,33.2999,33.2999,44.63,0.0319,0.0022
16080,33.2999,33.2999,44.63,0.0319,0.0022
16140,33.2999,33.2999,44.63,0.0319,0.0022
16200,33.2999,33.2999,40.63,0.0319,-3.9978
16260,33.094,33.094,40.63,-0.174,-3.9978
16320,32.6531,32.6531,40.63,-0.6149,-3.9978
16380,32.2005,32.2005,40.63,-1.0675,-3.9978
16440,31.8951,31.8951,40.63,-1.3729,-3.9978
16500,31.9192,31.9192,40.63,-1.3488,-3.9978
16560,31.7712,31.7712,40.63,-1.4968,-3.9978
16620,31.69,31.69,40.63,-1.578,-3.9978
16680,31.9411,31.9411,40.63,-1.3269,-3.9978
16740,32.2167,32.2167,40.63,-1.0513,-3.9978
16800,32.4632,32.4632,40.63,-0.8048,-3.9978
16860,32.6614,32.6614,40.63,-0.6066,-3.9978
16920,32.8122,32.8122,40.63,-0.4558,-3.9978
16980,32.9218,32.9218,40.63,-0.3462,-3.9978
17040,32.9986,32.9986,40.63,-0.2694,-3.9978
17100,33.0512,33.0512,40.63,-0.2168,-3.9978
17160,33.0865,33.0865,40.63,-0.1815,-3.9978
17220,33.1095,33.1095,40.63,-0.1585,-3.9978
17280,33.1244,33.1244,40.63,-0.1436,-3.9978
17340,33.1338,33.1338,40.63,-0.1342,-3.9978
17400,33.1396,33.1396,40.63,-0.1284,-3.9978
17460,33.1432,33.1432,40.63,-0.1248,-3.9978
17520,33.1452,33.1452,40.63,-0.1228,-3.9978
17580,33.1464,33.1464,40.63,-0.1216,-3.9978
17640,33.147,33.147,40.63,-0.121,-3.9978
17700,33.1472,33.1472,40.63,-0.1208,-3.9978
17760,33.1473,33.1473,40.63,-0.1207,-3.9978
17820,33.1473,33.1473,40.63,-0.1207,-3.9978
17880,33.1472,33.1472,40.63,-0.1208,-3.9978
17940,33.1472,33.1472,40.63,-0.1208,-3.9978
18000,33.1471,33.1471,40.63,-0.1209,-3.9978
18060,33.147,33.147,40.63,-0.121,-3.9978
18120,33.1469,33.1469,40.63,-0.1211,-3.9978
18180,33.1469,33.1469,40.63,-0.1211,-3.9978
18240,33.1468,33.1468,40.63,-0.1212,-3.9978
18300,33.1467,33.1467,40.63,-0.1213,-3.9978
18360,33.1466,33.1466,40.63,-0.1214,-3.9978
18420,33.1466,33.1466,40.63,-0.1214,-3.9978
18480,33.1465,33.1465,40.63,-0.1215,-3.9978
18540,33.1464,33.1464,40.63,-0.1216,-3.9978
18600,33.1463,33.1463,40.63,-0.1217,-3.9978
18660,33.1461,33.1461,40.63,-0.1219,-3.9978
18720,33.1456,33.1456,40.63,-0.1224,-3.9978
18780,33.1449,33.1449,40.63,-0.1231,-3.9978
18840,33.1443,33.1443,40.63,-0.1237,-3.9978
18900,33.1439,33.1439,40.63,-0.1241,-3.9978
18960,33.1437,33.1437,40.63,-0.1243,-3.9978
19020,33.1437,33.1437,40.63,-0.1243,-3.9978
19080,33.1437,33.1437,40.63,-0.1243,-3.9978
19140,33.1342,33.1342,40.63,-0.1338,-3.9978
19200,32.9142,32.9142,40.63,-0.3538,-3.9978
19260,32.831,32.831,40.63,-0.437,-3.9978
19320,32.8648,32.8648,40.63,-0.4032,-3.9978
19380,32.9172,32.9172,40.63,-0.3508,-3.9978
19440,32.9682,32.9682,40.63,-0.2998,-3.9978
19500,33.0104,33.0104,40.63,-0.2576,-3.9978
19560,33.043,33.043,40.63,-0.225,-3.9978
19620,33.0669,33.0669,40.63,-0.2011,-3.9978
19680,33.0839,33.0839,40.63,-0.1841,-3.9978
19740,33.0958,33.0958,40.63,-0.1722,-3.9978
19800,33.104,33.104,40.63,-0.164,-3.9978
19860,33.1095,33.1095,40.63,-0.1585,-3.9978
19920,33.1132,33.1132,40.63,-0.1548,-3.9978
19980,33.1157,33.1157,40.63,-0.1523,-3.9978
20040,33.1174,33.1174,40.63,-0.1506,-3.9978
20100,33.1184,33.1184,40.63,-0.1496,-3.9978
20160,33.1192,33.1192,40.63,-0.1488,-3.9978
20220,33.1196,33.1196,40.63,-0.1484,-3.9978
20280,33.12,33.12,40.63,-0.148,-3.9978
20340,33.1202,33.1202,40.63,-0.1478,-3.9978
20400,33.1203,33.1203,40.63,-0.1477,-3.9978
20460,33.1205,33.1205,40.63,-0.1475,-3.9978
20520,33.1202,33.1202,40.63,-0.1478,-3.9978
20580,33.1201,33.1201,40.63,-0.1479,-3.9978
20640,33.1202,33.1202,40.63,-0.1478,-3.9978
20700,33.1205,33.1205,40.63,-0.1475,-3.9978
20760,33.1206,33.1206,40.63,-0.1474,-3.9978
20820,33.1207,33.1207,40.63,-0.1473,-3.9978
20880,33.1208,33.1208,40.63,-0.1472,-3.9978
20940,33.1209,33.1209,40.63,-0.1471,-3.9978
21000,33.1209,33.1209,40.63,-0.1471,-3.9978
21060,33.1209,33.1209,40.63,-0.1471,-3.9978
21120,33.1209,33.1209,40.63,-0.1471,-3.9978
21180,33.1208,33.1208,40.63,-0.1472,-3.9978
21240,33.1208,33.1208,40.63,-0.1472,-3.9978
21300,33.1207,33.1207,40.63,-0.1473,-3.9978
21360,33.1207,33.1207,40.63,-0.1473,-3.9978
21420,33.1207,33.1207,40.63,-0.1473,-3.9978
21480,33.1206,33.1206,40.63,-0.1474,-3.9978
21540,33.1205,33.1205,40.63,-0.1475,-3.9978
21600,33.1204,33.1204,40.63,-0.1476,-3.9978
21660,33.1203,33.1203,40.63,-0.1477,-3.9978
21720,33.1203,33.1203,40.63,-0.1477,-3.9978
21780,33.1202,33.1202,40.63,-0.1478,-3.9978
21840,33.1202,33.1202,40.63,-0.1478,-3.9978
21900,33.1201,33.1201,40.63,-0.1479,-3.9978
21960,33.12,33.12,40.63,-0.148,-3.9978
22020,33.12,33.12,40.63,-0.148,-3.9978
22080,33.1199,33.1199,40.63,-0.1481,-3.9978
22140,33.1199,33.1199,40.63,-0.1481,-3.9978
22200,33.1198,33.1198,40.63,-0.1482,-3.9978
22260,33.1198,33.1198,40.63,-0.1482,-3.9978
22320,33.1197,33.1197,40.63,-0.1483,-3.9978
22380,33.1197,33.1197,40.63,-0.1483,-3.9978
22440,33.1196,33.1196,40.63,-0.1484,-3.9978
22500,33.1196,33.1196,40.63,-0.1484,-3.9978
22560,33.1194,33.1194,40.63,-0.1486,-3.9978
22620,33.1192,33.1192,40.63,-0.1488,-3.9978
22680,33.1192,33.1192,40.63,-0.1488,-3.9978
22740,33.1192,33.1192,40.63,-0.1488,-3.9978
22800,33.1192,33.1192,40.63,-0.1488,-3.9978
22860,33.1192,33.1192,40.63,-0.1488,-3.9978
22920,33.1192,33.1192,40.63,-0.1488,-3.9978
22980,33.1191,33.1191,40.63,-0.1489,-3.9978
23040,33.119,33.119,40.63,-0.149,-3.9978
23100,33.1187,33.1187,40.63,-0.1493,-3.9978
23160,33.1178,33.1178,40.63,-0.1502,-3.9978
23220,33.1169,33.1169,40.63,-0.1511,-3.9978
23280,33.1162,33.1162,40.63,-0.1518,-3.9978
23340,33.1156,33.1156,40.63,-0.1524,-3.9978
23400,33.0233,33.0233,44.63,-0.2447,0.0022
23460,32.8473,32.8473,44.63,-0.4207,0.0022
23520,32.897,32.897,44.63,-0.371,0.0022
23580,32.9709,32.9709,44.63,-0.2971,0.0022
23640,33.0386,33.0386,44.63,-0.2294,0.0022
23700,33.0914,33.0914,44.63,-0.1766,0.0022
23760,33.1288,33.1288,44.63,-0.1392,0.0022
23820,33.1537,33.1537,44.63,-0.1143,0.0022
23880,33.1695,33.1695,44.63,-0.0985,0.0022
23940,33.179,33.179,44.63,-0.089,0.0022
24000,33.1845,33.1845,44.63,-0.0835,0.0022
24060,33.1873,33.1873,44.63,-0.0807,0.0022
24120,33.1886,33.1886,44.63,-0.0794,0.0022
24180,33.189,33.189,44.63,-0.079,0.0022
24240,33.189,33.189,44.63,-0.079,0.0022
24300,33.1887,33.1887,44.63,-0.0793,0.0022
24360,33.1883,33.1883,44.63,-0.0797,0.0022
24420,33.1879,33.1879,44.63,-0.0801,0.0022
24480,33.1875,33.1875,44.63,-0.0805,0.0022
24540,33.1871,33.1871,44.63,-0.0809,0.0022
24600,33.1867,33.1867,44.63,-0.0813,0.0022
24660,33.1864,33.1864,44.63,-0.0816,0.0022
24720,33.1857,33.1857,44.63,-0.0823,0.0022
24780,33.1843,33.1843,44.63,-0.0837,0.0022
24840,32.9629,32.9629,44.63,-0.3051,0.0022
24900,32.5318,32.5318,44.63,-0.7362,0.0022
24960,32.2859,32.2859,44.63,-0.9821,0.0022
25020,32.3294,32.3294,44.63,-0.9386,0.0022
25080,32.477,32.477,44.63,-0.791,0.0022
25140,32.6396,32.6396,44.63,-0.6284,0.0022
25200,32.7824,32.7824,44.63,-0.4856,0.0022
25260,32.8959,32.8959,44.63,-0.3721,0.0022
25320,32.9812,32.9812,44.63,-0.2868,0.0022
25380,33.0433,33.0433,44.63,-0.2247,0.0022
25440,33.0875,33.0875,44.63,-0.1805,0.0022
25500,33.1186,33.1186,44.63,-0.1494,0.0022
25560,33.1403,33.1403,44.63,-0.1277,0.0022
25620,33.1556,33.1556,44.63,-0.1124,0.0022
25680,33.1665,33.1665,44.63,-0.1015,0.0022
25740,33.1743,33.1743,44.63,-0.0937,0.0022
25800,33.1802,33.1802,44.63,-0.0878,0.0022
25860,33.1847,33.1847,44.63,-0.0833,0.0022
25920,33.1882,33.1882,44.63,-0.0798,0.0022
25980,33.1912,33.1912,44.63,-0.0768,0.0022
26040,33.1937,33.1937,44.63,-0.0743,0.0022
26100,33.1959,33.1959,44.63,-0.0721,0.0022
26160,33.1979,33.1979,44.63,-0.0701,0.0022
26220,33.1997,33.1997,44.63,-0.0683,0.0022
26280,33.2013,33.2013,44.63,-0.0667,0.0022
26340,33.2029,33.2029,44.63,-0.0651,0.0022
26400,33.2042,33.2042,44.63,-0.0638,0.0022
26460,33.2055,33.2055,44.63,-0.0625,0.0022
26520,33.2067,33.2067,44.63,-0.0613,0.0022
26580,33.2077,33.2077,44.63,-0.0603,0.0022
26640,33.2087,33.2087,44.63,-0.0593,0.0022
26700,33.2095,33.2095,44.63,-0.0585,0.0022
26760,33.2103,33.2103,44.63,-0.0577,0.0022
26820,33.211,33.211,44.63,-0.057,0.0022
26880,33.2112,33.2112,44.63,-0.0568,0.0022
26940,33.2109,33.2109,44.63,-0.0571,0.0022
27000,33.2102,33.2102,44.63,-0.0578,0.0022
27060,33.2089,33.2089,44.63,-0.0591,0.0022
27120,33.2077,33.2077,44.63,-0.0603,0.0022
27180,33.2067,33.2067,44.63,-0.0613,0.0022
27240,33.2059,33.2059,44.63,-0.0621,0.0022
27300,33.2053,33.2053,44.63,-0.0627,0.0022
27360,33.2047,33.2047,44.63,-0.0633,0.0022
27420,33.2042,33.2042,44.63,-0.0638,0.0022
27480,33.2037,33.2037,44.63,-0.0643,0.0022
27540,33.2032,33.2032,44.63,-0.0648,0.0022
27600,33.2028,33.2028,44.63,-0.0652,0.0022
27660,33.2025,33.2025,44.63,-0.0655,0.0022
27720,33.2023,33.2023,44.63,-0.0657,0.0022
27780,33.2022,33.2022,44.63,-0.0658,0.0022
27840,33.2021,33.2021,44.63,-0.0659,0.0022
27900,33.2021,33.2021,44.63,-0.0659,0.0022
27960,33.202,33.202,44.63,-0.066,0.0022
28020,33.2019,33.2019,44.63,-0.0661,0.0022
28080,33.2019,33.2019,44.63,-0.0661,0.0022
28140,33.2018,33.2018,44.63,-0.0662,0.0022
28200,33.2018,33.2018,44.63,-0.0662,0.0022
28260,33.2018,33.2018,44.63,-0.0662,0.0022
28320,33.2018,33.2018,44.63,-0.0662,0.0022
28380,33.2017,33.2017,44.63,-0.0663,0.0022
28440,33.2017,33.2017,44.63,-0.0663,0.0022
28500,33.2017,33.2017,44.63,-0.0663,0.0022
28560,33.2017,33.2017,44.63,-0.0663,0.0022
28620,33.2017,33.2017,44.63,-0.0663,0.0022
28680,33.2017,33.2017,44.63,-0.0663,0.0022
28740,33.2018,33.2018,44.63,-0.0662,0.0022
28800,33.2018,33.2018,44.63,-0.0662,0.0022
28860,33.2018,33.2018,44.63,-0.0662,0.0022
28920,33.2018,33.2018,44.63,-0.0662,0.0022
28980,33.2018,33.2018,44.63,-0.0662,0.0022
29040,33.2017,33.2017,44.63,-0.0663,0.0022
29100,33.2017,33.2017,44.63,-0.0663,0.0022
29160,33.2018,33.2018,44.63,-0.0662,0.0022
29220,33.2018,33.2018,44.63,-0.0662,0.0022
29280,33.2019,33.2019,44.63,-0.0661,0.0022
29340,33.2019,33.2019,44.63,-0.0661,0.0022
29400,33.2019,33.2019,44.63,-0.0661,0.0022
29460,33.2019,33.2019,44.63,-0.0661,0.0022
29520,33.202,33.202,44.63,-0.066,0.0022
29580,33.202,33.202,44.63,-0.066,0.0022
29640,33.202,33.202,44.63,-0.066,0.0022
29700,33.202,33.202,44.63,-0.066,0.0022
29760,33.202,33.202,44.63,-0.066,0.0022
29820,33.202,33.202,44.63,-0.066,0.0022
29880,33.202,33.202,44.63,-0.066,0.0022
29940,33.202,33.202,44.63,-0.066,0.0022
30000,33.2021,33.2021,44.63,-0.0659,0.0022
30060,33.2021,33.2021,44.63,-0.0659,0.0022
30120,33.2021,33.2021,44.63,-0.0659,0.0022
30180,33.2021,33.2021,44.63,-0.0659,0.0022
30240,33.2021,33.2021,44.63,-0.0659,0.0022
30300,33.2021,33.2021,44.63,-0.0659,0.0022
30360,33.2021,33.2021,44.63,-0.0659,0.0022
30420,33.2022,33.2022,44.63,-0.0658,0.0022
30480,33.2022,33.2022,44.63,-0.0658,0.0022
30540,33.2022,33.2022,44.63,-0.0658,0.0022
30600,33.2022,33.2022,44.63,-0.0658,0.0022
30660,33.2022,33.2022,44.63,-0.0658,0.0022
30720,33.2022,33.2022,44.63,-0.0658,0.0022
30780,33.2022,33.2022,44.63,-0.0658,0.0022
30840,33.2022,33.2022,44.63,-0.0658,0.0022
30900,33.2023,33.2023,44.63,-0.0657,0.0022
30960,33.2023,33.2023,44.63,-0.0657,0.0022
