Time,TC Compressor - SP,TC Compressor - PV,TC Compressor - OP,pv_delta,op_delta
4320,33.5091,33.5091,56.46,0.0826,4.0009
4380,33.5093,33.5093,56.46,0.0828,4.0009
4440,33.5095,33.5095,56.46,0.083,4.0009
4500,33.5097,33.5097,56.46,0.0832,4.0009
4560,33.5099,33.5099,56.46,0.0834,4.0009
4620,33.5101,33.5101,56.46,0.0836,4.0009
4680,33.5103,33.5103,56.46,0.0838,4.0009
4740,33.5105,33.5105,56.46,0.084,4.0009
4800,33.5107,33.5107,56.46,0.0842,4.0009
4860,33.511,33.511,56.46,0.0845,4.0009
4920,33.5112,33.5112,56.46,0.0847,4.0009
4980,33.5114,33.5114,56.46,0.0849,4.0009
5040,33.5116,33.5116,56.46,0.0851,4.0009
5100,33.5118,33.5118,56.46,0.0853,4.0009
5160,33.5119,33.5119,56.46,0.0854,4.0009
5220,33.5121,33.5121,56.46,0.0856,4.0009
5280,33.5123,33.5123,56.46,0.0858,4.0009
5340,33.5125,33.5125,56.46,0.086,4.0009
5400,33.5128,33.5128,56.46,0.0863,4.0009
5460,33.513,33.513,56.46,0.0865,4.0009
5520,33.5132,33.5132,56.46,0.0867,4.0009
5580,33.5135,33.5135,56.46,0.087,4.0009
5640,33.5137,33.5137,56.46,0.0872,4.0009
5700,33.5138,33.5138,56.46,0.0873,4.0009
5760,33.514,33.514,56.46,0.0875,4.0009
5820,33.5142,33.5142,56.46,0.0877,4.0009
5880,33.5144,33.5144,56.46,0.0879,4.0009
5940,33.5147,33.5147,56.46,0.0882,4.0009
6000,33.5149,33.5149,56.46,0.0884,4.0009
6060,33.5152,33.5152,56.46,0.0887,4.0009
6120,33.5154,33.5154,56.46,0.0889,4.0009
6180,33.5156,33.5156,56.46,0.0891,4.0009
6240,33.5158,33.5158,56.46,0.0893,4.0009
6300,33.516,33.516,56.46,0.0895,4.0009
6360,33.5162,33.5162,56.46,0.0897,4.0009
6420,33.5164,33.5164,56.46,0.0899,4.0009
6480,33.5166,33.5166,56.46,0.0901,4.0009
6540,33.5168,33.5168,56.46,0.0903,4.0009
6600,33.517,33.517,56.46,0.0905,4.0009
6660,33.5172,33.5172,56.46,0.0907,4.0009
6720,33.5174,33.5174,56.46,0.0909,4.0009
6780,33.5177,33.5177,56.46,0.0912,4.0009
6840,33.5179,33.5179,56.46,0.0914,4.0009
6900,33.5181,33.5181,56.46,0.0916,4.0009
6960,33.5183,33.5183,56.46,0.0918,4.0009
7020,33.5185,33.5185,56.46,0.092,4.0009
7080,33.5187,33.5187,56.46,0.0922,4.0009
7140,33.5189,33.5189,56.46,0.0924,4.0009
7200,33.5191,33.5191,56.46,0.0926,4.0009
7260,33.5193,33.5193,56.46,0.0928,4.0009
7320,33.5195,33.5195,56.46,0.093,4.0009
7380,33.5197,33.5197,56.46,0.0932,4.0009
7440,33.5199,33.5199,56.46,0.0934,4.0009
7500,33.5202,33.5202,56.46,0.0937,4.0009
7560,33.5204,33.5204,56.46,0.0939,4.0009
7620,33.5206,33.5206,56.46,0.0941,4.0009
7680,33.5208,33.5208,56.46,0.0943,4.0009
7740,33.521,33.521,56.46,0.0945,4.0009
7800,33.5212,33.5212,56.46,0.0947,4.0009
7860,33.5214,33.5214,56.46,0.0949,4.0009
7920,33.5216,33.5216,56.46,0.0951,4.0009
7980,33.5218,33.5218,56.46,0.0953,4.0009
8040,33.5221,33.5221,56.46,0.0956,4.0009
8100,33.5223,33.5223,56.46,0.0958,4.0009
8160,33.5225,33.5225,56.46,0.096,4.0009
8220,33.5227,33.5227,56.46,0.0962,4.0009
8280,33.5229,33.5229,56.46,0.0964,4.0009
8340,33.5231,33.5231,56.46,0.0966,4.0009
8400,33.5233,33.5233,56.46,0.0968,4.0009
8460,33.5235,33.5235,56.46,0.097,4.0009
8520,33.5237,33.5237,56.46,0.0972,4.0009
8580,33.5239,33.5239,56.46,0.0974,4.0009
8640,33.5241,33.5241,56.46,0.0976,4.0009
8700,33.5243,33.5243,56.46,0.0978,4.0009
8760,33.5246,33.5246,56.46,0.0981,4.0009
8820,33.5248,33.5248,56.46,0.0983,4.0009
8880,33.525,33.525,56.46,0.0985,4.0009
8940,33.5252,33.5252,56.46,0.0987,4.0009
9000,33.5254,33.5254,52.46,0.0989,0.0009
9060,33.5129,33.5129,52.46,0.0864,0.0009
9120,33.4975,33.4975,52.46,0.071,0.0009
9180,33.484,33.484,52.46,0.0575,0.0009
9240,33.4734,33.4734,52.46,0.0469,0.0009
9300,33.4655,33.4655,52.46,0.039,0.0009
9360,33.46,33.46,52.46,0.0335,0.0009
9420,33.4562,33.4562,52.46,0.0297,0.0009
9480,33.4537,33.4537,52.46,0.0272,0.0009
9540,33.4522,33.4522,52.46,0.0257,0.0009
9600,33.4513,33.4513,52.46,0.0248,0.0009
9660,33.4509,33.4509,52.46,0.0244,0.0009
9720,33.4507,33.4507,52.46,0.0242,0.0009
9780,33.4507,33.4507,52.46,0.0242,0.0009
9840,33.4508,33.4508,52.46,0.0243,0.0009
9900,33.451,33.451,52.46,0.0245,0.0009
9960,33.4512,33.4512,52.46,0.0247,0.0009
10020,33.4515,33.4515,52.46,0.025,0.0009
10080,33.4518,33.4518,52.46,0.0253,0.0009
10140,33.4521,33.4521,52.46,0.0256,0.0009
10200,33.4524,33.4524,52.46,0.0259,0.0009
10260,33.4526,33.4526,52.46,0.0261,0.0009
10320,33.4527,33.4527,52.46,0.0262,0.0009
10380,33.4528,33.4528,52.46,0.0263,0.0009
10440,33.4527,33.4527,52.46,0.0262,0.0009
10500,33.4526,33.4526,52.46,0.0261,0.0009
10560,33.4523,33.4523,52.46,0.0258,0.0009
10620,33.452,33.452,52.46,0.0255,0.0009
10680,33.4517,33.4517,52.46,0.0252,0.0009
10740,33.4516,33.4516,52.46,0.0251,0.0009
10800,33.4516,33.4516,52.46,0.0251,0.0009
10860,33.4517,33.4517,52.46,0.0252,0.0009
10920,33.4518,33.4518,52.46,0.0253,0.0009
10980,33.4519,33.4519,52.46,0.0254,0.0009
11040,33.452,33.452,52.46,0.0255,0.0009
11100,33.4519,33.4519,52.46,0.0254,0.0009
11160,33.4518,33.4518,52.46,0.0253,0.0009
11220,33.4517,33.4517,52.46,0.0252,0.0009
11280,33.4514,33.4514,52.46,0.0249,0.0009
11340,33.4512,33.4512,52.46,0.0247,0.0009
11400,33.4511,33.4511,52.46,0.0246,0.0009
11460,33.4511,33.4511,52.46,0.0246,0.0009
11520,33.4512,33.4512,52.46,0.0247,0.0009
11580,33.4514,33.4514,52.46,0.0249,0.0009
11640,33.4516,33.4516,52.46,0.0251,0.0009
11700,33.4518,33.4518,52.46,0.0253,0.0009
11760,33.452,33.452,52.46,0.0255,0.0009
11820,33.4522,33.4522,52.46,0.0257,0.0009
11880,33.4522,33.4522,52.46,0.0257,0.0009
11940,33.4522,33.4522,52.46,0.0257,0.0009
12000,33.4521,33.4521,52.46,0.0256,0.0009
12060,33.4521,33.4521,52.46,0.0256,0.0009
12120,33.4521,33.4521,52.46,0.0256,0.0009
12180,33.452,33.452,52.46,0.0255,0.0009
12240,33.452,33.452,52.46,0.0255,0.0009
12300,33.4519,33.4519,52.46,0.0254,0.0009
12360,33.4519,33.4519,52.46,0.0254,0.0009
12420,33.4519,33.4519,52.46,0.0254,0.0009
12480,33.4519,33.4519,52.46,0.0254,0.0009
12540,33.4518,33.4518,52.46,0.0253,0.0009
12600,33.4518,33.4518,52.46,0.0253,0.0009
12660,33.4518,33.4518,52.46,0.0253,0.0009
12720,33.4518,33.4518,52.46,0.0253,0.0009
12780,33.4518,33.4518,52.46,0.0253,0.0009
12840,33.4518,33.4518,52.46,0.0253,0.0009
12900,33.4518,33.4518,52.46,0.0253,0.0009
12960,33.4518,33.4518,52.46,0.0253,0.0009
13020,33.4518,33.4518,52.46,0.0253,0.0009
13080,33.4518,33.4518,52.46,0.0253,0.0009
13140,33.4518,33.4518,52.46,0.0253,0.0009
13200,33.4518,33.4518,52.46,0.0253,0.0009
13260,33.4518,33.4518,52.46,0.0253,0.0009
13320,33.4518,33.4518,52.46,0.0253,0.0009
13380,33.4518,33.4518,52.46,0.0253,0.0009
13440,33.4517,33.4517,52.46,0.0252,0.0009
13500,33.4514,33.4514,52.46,0.0249,0.0009
13560,33.451,33.451,52.46,0.0245,0.0009
13620,33.4508,33.4508,52.46,0.0243,0.0009
13680,33.4506,33.4506,52.46,0.0241,0.0009
13740,33.4507,33.4507,52.46,0.0242,0.0009
13800,33.4508,33.4508,52.46,0.0243,0.0009
13860,33.451,33.451,52.46,0.0245,0.0009
13920,33.4512,33.4512,52.46,0.0247,0.0009
13980,33.4514,33.4514,52.46,0.0249,0.0009
14040,33.4517,33.4517,52.46,0.0252,0.0009
14100,33.452,33.452,52.46,0.0255,0.0009
14160,33.4522,33.4522,52.46,0.0257,0.0009
14220,33.4523,33.4523,52.46,0.0258,0.0009
14280,33.4523,33.4523,52.46,0.0258,0.0009
14340,33.4523,33.4523,52.46,0.0258,0.0009
14400,33.4523,33.4523,52.46,0.0258,0.0009
14460,33.4522,33.4522,52.46,0.0257,0.0009
14520,33.4522,33.4522,52.46,0.0257,0.0009
14580,33.4521,33.4521,52.46,0.0256,0.0009
14640,33.4521,33.4521,52.46,0.0256,0.0009
14700,33.452,33.452,52.46,0.0255,0.0009
14760,33.452,33.452,52.46,0.0255,0.0009
14820,33.4519,33.4519,52.46,0.0254,0.0009
14880,33.4519,33.4519,52.46,0.0254,0.0009
14940,33.4518,33.4518,52.46,0.0253,0.0009
15000,33.4518,33.4518,52.46,0.0253,0.0009
15060,33.4518,33.4518,52.46,0.0253,0.0009
15120,33.4518,33.4518,52.46,0.0253,0.0009
15180,33.4518,33.4518,52.46,0.0253,0.0009
15240,33.4517,33.4517,52.46,0.0252,0.0009
15300,33.4517,33.4517,52.46,0.0252,0.0009
15360,33.4517,33.4517,52.46,0.0252,0.0009
15420,33.4517,33.4517,52.46,0.0252,0.0009
15480,33.4517,33.4517,52.46,0.0252,0.0009
15540,33.4517,33.4517,52.46,0.0252,0.0009
15600,33.4517,33.4517,52.46,0.0252,0.0009
15660,33.4517,33.4517,52.46,0.0252,0.0009
15720,33.4518,33.4518,52.46,0.0253,0.0009
15780,33.4518,33.4518,52.46,0.0253,0.0009
15840,33.4518,33.4518,52.46,0.0253,0.0009
15900,33.4518,33.4518,52.46,0.0253,0.0009
15960,33.4518,33.4518,52.46,0.0253,0.0009
16020,33.4517,33.4517,52.46,0.0252,0.0009
16080,33.4517,33.4517,52.46,0.0252,0.0009
16140,33.4517,33.4517,52.46,0.0252,0.0009
16200,33.4515,33.4515,48.46,0.025,-3.9991
16260,33.4372,33.4372,48.46,0.0107,-3.9991
16320,33.4195,33.4195,48.46,-0.007,-3.9991
16380,33.4038,33.4038,48.46,-0.0227,-3.9991
16440,33.3913,33.3913,48.46,-0.0352,-3.9991
16500,33.382,33.382,48.46,-0.0445,-3.9991
16560,33.3754,33.3754,48.46,-0.0511,-3.9991
16620,33.3708,33.3708,48.46,-0.0557,-3.9991
16680,33.3678,33.3678,48.46,-0.0587,-3.9991
16740,33.3658,33.3658,48.46,-0.0607,-3.9991
16800,33.3646,33.3646,48.46,-0.0619,-3.9991
16860,33.3639,33.3639,48.46,-0.0626,-3.9991
16920,33.3636,33.3636,48.46,-0.0629,-3.9991
16980,33.3635,33.3635,48.46,-0.063,-3.9991
17040,33.3636,33.3636,48.46,-0.0629,-3.9991
17100,33.3637,33.3637,48.46,-0.0628,-3.9991
17160,33.3638,33.3638,48.46,-0.0627,-3.9991
17220,33.364,33.364,48.46,-0.0625,-3.9991
17280,33.3642,33.3642,48.46,-0.0623,-3.9991
17340,33.3644,33.3644,48.46,-0.0621,-3.9991
17400,33.3646,33.3646,48.46,-0.0619,-3.9991
17460,33.3648,33.3648,48.46,-0.0617,-3.9991
17520,33.365,33.365,48.46,-0.0615,-3.9991
17580,33.3652,33.3652,48.46,-0.0613,-3.9991
17640,33.3653,33.3653,48.46,-0.0612,-3.9991
17700,33.3654,33.3654,48.46,-0.0611,-3.9991
17760,33.3654,33.3654,48.46,-0.0611,-3.9991
17820,33.3653,33.3653,48.46,-0.0612,-3.9991
17880,33.3651,33.3651,48.46,-0.0614,-3.9991
17940,33.3646,33.3646,48.46,-0.0619,-3.9991
18000,33.3641,33.3641,48.46,-0.0624,-3.9991
18060,33.3636,33.3636,48.46,-0.0629,-3.9991
18120,33.3632,33.3632,48.46,-0.0633,-3.9991
18180,33.3627,33.3627,48.46,-0.0638,-3.9991
18240,33.3623,33.3623,48.46,-0.0642,-3.9991
18300,33.3619,33.3619,48.46,-0.0646,-3.9991
18360,33.3615,33.3615,48.46,-0.065,-3.9991
18420,33.3611,33.3611,48.46,-0.0654,-3.9991
18480,33.3608,33.3608,48.46,-0.0657,-3.9991
18540,33.3605,33.3605,48.46,-0.066,-3.9991
18600,33.3601,33.3601,48.46,-0.0664,-3.9991
18660,33.3598,33.3598,48.46,-0.0667,-3.9991
18720,33.3593,33.3593,48.46,-0.0672,-3.9991
18780,33.3588,33.3588,48.46,-0.0677,-3.9991
18840,33.3585,33.3585,48.46,-0.068,-3.9991
18900,33.3582,33.3582,48.46,-0.0683,-3.9991
18960,33.358,33.358,48.46,-0.0685,-3.9991
19020,33.3579,33.3579,48.46,-0.0686,-3.9991
19080,33.3578,33.3578,48.46,-0.0687,-3.9991
19140,33.3577,33.3577,48.46,-0.0688,-3.9991
19200,33.3576,33.3576,48.46,-0.0689,-3.9991
19260,33.3574,33.3574,48.46,-0.0691,-3.9991
19320,33.3572,33.3572,48.46,-0.0693,-3.9991
19380,33.357,33.357,48.46,-0.0695,-3.9991
19440,33.3568,33.3568,48.46,-0.0697,-3.9991
19500,33.3565,33.3565,48.46,-0.07,-3.9991
19560,33.3562,33.3562,48.46,-0.0703,-3.9991
19620,33.356,33.356,48.46,-0.0705,-3.9991
19680,33.3557,33.3557,48.46,-0.0708,-3.9991
19740,33.3555,33.3555,48.46,-0.071,-3.9991
19800,33.3552,33.3552,48.46,-0.0713,-3.9991
19860,33.355,33.355,48.46,-0.0715,-3.9991
19920,33.3547,33.3547,48.46,-0.0718,-3.9991
19980,33.3545,33.3545,48.46,-0.072,-3.9991
20040,33.3542,33.3542,48.46,-0.0723,-3.9991
20100,33.354,33.354,48.46,-0.0725,-3.9991
20160,33.3537,33.3537,48.46,-0.0728,-3.9991
20220,33.3535,33.3535,48.46,-0.073,-3.9991
20280,33.3532,33.3532,48.46,-0.0733,-3.9991
20340,33.353,33.353,48.46,-0.0735,-3.9991
20400,33.3528,33.3528,48.46,-0.0737,-3.9991
20460,33.3525,33.3525,48.46,-0.074,-3.9991
20520,33.3523,33.3523,48.46,-0.0742,-3.9991
20580,33.352,33.352,48.46,-0.0745,-3.9991
20640,33.3518,33.3518,48.46,-0.0747,-3.9991
20700,33.3516,33.3516,48.46,-0.0749,-3.9991
20760,33.3513,33.3513,48.46,-0.0752,-3.9991
20820,33.3511,33.3511,48.46,-0.0754,-3.9991
20880,33.3509,33.3509,48.46,-0.0756,-3.9991
20940,33.3506,33.3506,48.46,-0.0759,-3.9991
21000,33.3504,33.3504,48.46,-0.0761,-3.9991
21060,33.3502,33.3502,48.46,-0.0763,-3.9991
21120,33.3499,33.3499,48.46,-0.0766,-3.9991
21180,33.3497,33.3497,48.46,-0.0768,-3.9991
21240,33.3495,33.3495,48.46,-0.077,-3.9991
21300,33.3492,33.3492,48.46,-0.0773,-3.9991
21360,33.349,33.349,48.46,-0.0775,-3.9991
21420,33.3488,33.3488,48.46,-0.0777,-3.9991
21480,33.3485,33.3485,48.46,-0.078,-3.9991
21540,33.3483,33.3483,48.46,-0.0782,-3.9991
21600,33.3481,33.3481,48.46,-0.0784,-3.9991
21660,33.3478,33.3478,48.46,-0.0787,-3.9991
21720,33.3475,33.3475,48.46,-0.079,-3.9991
21780,33.3471,33.3471,48.46,-0.0794,-3.9991
21840,33.3468,33.3468,48.46,-0.0797,-3.9991
21900,33.3465,33.3465,48.46,-0.08,-3.9991
21960,33.3463,33.3463,48.46,-0.0802,-3.9991
22020,33.3462,33.3462,48.46,-0.0803,-3.9991
22080,33.3461,33.3461,48.46,-0.0804,-3.9991
22140,33.346,33.346,48.46,-0.0805,-3.9991
22200,33.3458,33.3458,48.46,-0.0807,-3.9991
22260,33.3456,33.3456,48.46,-0.0809,-3.9991
22320,33.3454,33.3454,48.46,-0.0811,-3.9991
22380,33.3451,33.3451,48.46,-0.0814,-3.9991
22440,33.3449,33.3449,48.46,-0.0816,-3.9991
22500,33.3447,33.3447,48.46,-0.0818,-3.9991
22560,33.3444,33.3444,48.46,-0.0821,-3.9991
22620,33.3442,33.3442,48.46,-0.0823,-3.9991
22680,33.3439,33.3439,48.46,-0.0826,-3.9991
22740,33.3437,33.3437,48.46,-0.0828,-3.9991
22800,33.3434,33.3434,48.46,-0.0831,-3.9991
22860,33.3432,33.3432,48.46,-0.0833,-3.9991
22920,33.3429,33.3429,48.46,-0.0836,-3.9991
22980,33.3427,33.3427,48.46,-0.0838,-3.9991
23040,33.3425,33.3425,48.46,-0.084,-3.9991
23100,33.3422,33.3422,48.46,-0.0843,-3.9991
23160,33.342,33.342,48.46,-0.0845,-3.9991
23220,33.3417,33.3417,48.46,-0.0848,-3.9991
23280,33.3415,33.3415,48.46,-0.085,-3.9991
23340,33.3413,33.3413,48.46,-0.0852,-3.9991
23400,33.341,33.341,52.46,-0.0855,0.0009
23460,33.3546,33.3546,52.46,-0.0719,0.0009
23520,33.3715,33.3715,52.46,-0.055,0.0009
23580,33.3863,33.3863,52.46,-0.0402,0.0009
23640,33.398,33.398,52.46,-0.0285,0.0009
23700,33.4066,33.4066,52.46,-0.0199,0.0009
23760,33.4125,33.4125,52.46,-0.014,0.0009
23820,33.4164,33.4164,52.46,-0.0101,0.0009
23880,33.419,33.419,52.46,-0.0075,0.0009
23940,33.4208,33.4208,52.46,-0.0057,0.0009
24000,33.422,33.422,52.46,-0.0045,0.0009
24060,33.4229,33.4229,52.46,-0.0036,0.0009
24120,33.4234,33.4234,52.46,-0.0031,0.0009
24180,33.4237,33.4237,52.46,-0.0028,0.0009
24240,33.4235,33.4235,52.46,-0.003,0.0009
24300,33.4232,33.4232,52.46,-0.0033,0.0009
24360,33.4229,33.4229,52.46,-0.0036,0.0009
24420,33.4228,33.4228,52.46,-0.0037,0.0009
24480,33.4228,33.4228,52.46,-0.0037,0.0009
24540,33.4229,33.4229,52.46,-0.0036,0.0009
24600,33.423,33.423,52.46,-0.0035,0.0009
24660,33.4232,33.4232,52.46,-0.0033,0.0009
24720,33.4234,33.4234,52.46,-0.0031,0.0009
24780,33.4236,33.4236,52.46,-0.0029,0.0009
24840,33.4239,33.4239,52.46,-0.0026,0.0009
24900,33.4241,33.4241,52.46,-0.0024,0.0009
24960,33.4242,33.4242,52.46,-0.0023,0.0009
25020,33.4243,33.4243,52.46,-0.0022,0.0009
25080,33.4242,33.4242,52.46,-0.0023,0.0009
25140,33.4242,33.4242,52.46,-0.0023,0.0009
25200,33.4241,33.4241,52.46,-0.0024,0.0009
25260,33.4241,33.4241,52.46,-0.0024,0.0009
25320,33.424,33.424,52.46,-0.0025,0.0009
25380,33.4239,33.4239,52.46,-0.0026,0.0009
25440,33.4239,33.4239,52.46,-0.0026,0.0009
25500,33.4238,33.4238,52.46,-0.0027,0.0009
25560,33.4238,33.4238,52.46,-0.0027,0.0009
25620,33.4238,33.4238,52.46,-0.0027,0.0009
25680,33.4237,33.4237,52.46,-0.0028,0.0009
25740,33.4237,33.4237,52.46,-0.0028,0.0009
25800,33.4237,33.4237,52.46,-0.0028,0.0009
25860,33.4237,33.4237,52.46,-0.0028,0.0009
25920,33.4237,33.4237,52.46,-0.0028,0.0009
25980,33.4237,33.4237,52.46,-0.0028,0.0009
26040,33.4237,33.4237,52.46,-0.0028,0.0009
26100,33.4236,33.4236,52.46,-0.0029,0.0009
26160,33.4236,33.4236,52.46,-0.0029,0.0009
26220,33.4234,33.4234,52.46,-0.0031,0.0009
26280,33.423,33.423,52.46,-0.0035,0.0009
26340,33.4226,33.4226,52.46,-0.0039,0.0009
26400,33.4224,33.4224,52.46,-0.0041,0.0009
26460,33.4223,33.4223,52.46,-0.0042,0.0009
26520,33.4224,33.4224,52.46,-0.0041,0.0009
26580,33.4225,33.4225,52.46,-0.004,0.0009
26640,33.4227,33.4227,52.46,-0.0038,0.0009
26700,33.423,33.423,52.46,-0.0035,0.0009
26760,33.4232,33.4232,52.46,-0.0033,0.0009
26820,33.4235,33.4235,52.46,-0.003,0.0009
26880,33.4238,33.4238,52.46,-0.0027,0.0009
26940,33.4241,33.4241,52.46,-0.0024,0.0009
27000,33.4242,33.4242,52.46,-0.0023,0.0009
27060,33.4243,33.4243,52.46,-0.0022,0.0009
27120,33.4243,33.4243,52.46,-0.0022,0.0009
27180,33.4242,33.4242,52.46,-0.0023,0.0009
27240,33.4242,33.4242,52.46,-0.0023,0.0009
27300,33.4241,33.4241,52.46,-0.0024,0.0009
27360,33.424,33.424,52.46,-0.0025,0.0009
27420,33.424,33.424,52.46,-0.0025,0.0009
27480,33.4239,33.4239,52.46,-0.0026,0.0009
27540,33.4238,33.4238,52.46,-0.0027,0.0009
27600,33.4238,33.4238,52.46,-0.0027,0.0009
27660,33.4238,33.4238,52.46,-0.0027,0.0009
27720,33.4237,33.4237,52.46,-0.0028,0.0009
27780,33.4237,33.4237,52.46,-0.0028,0.0009
27840,33.4237,33.4237,52.46,-0.0028,0.0009
27900,33.4237,33.4237,52.46,-0.0028,0.0009
27960,33.4237,33.4237,52.46,-0.0028,0.0009
28020,33.4237,33.4237,52.46,-0.0028,0.0009
28080,33.4237,33.4237,52.46,-0.0028,0.0009
28140,33.4237,33.4237,52.46,-0.0028,0.0009
28200,33.4237,33.4237,52.46,-0.0028,0.0009
28260,33.4237,33.4237,52.46,-0.0028,0.0009
28320,33.4237,33.4237,52.46,-0.0028,0.0009
28380,33.4236,33.4236,52.46,-0.0029,0.0009
28440,33.4236,33.4236,52.46,-0.0029,0.0009
28500,33.4236,33.4236,52.46,-0.0029,0.0009
28560,33.4236,33.4236,52.46,-0.0029,0.0009
28620,33.4236,33.4236,52.46,-0.0029,0.0009
28680,33.4234,33.4234,52.46,-0.0031,0.0009
28740,33.4231,33.4231,52.46,-0.0034,0.0009
28800,33.4228,33.4228,52.46,-0.0037,0.0009
28860,33.4227,33.4227,52.46,-0.0038,0.0009
28920,33.4227,33.4227,52.46,-0.0038,0.0009
28980,33.4228,33.4228,52.46,-0.0037,0.0009
29040,33.423,33.423,52.46,-0.0035,0.0009
29100,33.4231,33.4231,52.46,-0.0034,0.0009
29160,33.4234,33.4234,52.46,-0.0031,0.0009
29220,33.4236,33.4236,52.46,-0.0029,0.0009
29280,33.4238,33.4238,52.46,-0.0027,0.0009
29340,33.424,33.424,52.46,-0.0025,0.0009
29400,33.424,33.424,52.46,-0.0025,0.0009
29460,33.4241,33.4241,52.46,-0.0024,0.0009
29520,33.424,33.424,52.46,-0.0025,0.0009
29580,33.424,33.424,52.46,-0.0025,0.0009
29640,33.424,33.424,52.46,-0.0025,0.0009
29700,33.4239,33.4239,52.46,-0.0026,0.0009
29760,33.4239,33.4239,52.46,-0.0026,0.0009
29820,33.4238,33.4238,52.46,-0.0027,0.0009
29880,33.4238,33.4238,52.46,-0.0027,0.0009
29940,33.4238,33.4238,52.46,-0.0027,0.0009
30000,33.4237,33.4237,52.46,-0.0028,0.0009
30060,33.4237,33.4237,52.46,-0.0028,0.0009
30120,33.4237,33.4237,52.46,-0.0028,0.0009
30180,33.4237,33.4237,52.46,-0.0028,0.0009
30240,33.4237,33.4237,52.46,-0.0028,0.0009
30300,33.4237,33.4237,52.46,-0.0028,0.0009
30360,33.4237,33.4237,52.46,-0.0028,0.0009
30420,33.4237,33.4237,52.46,-0.0028,0.0009
30480,33.4236,33.4236,52.46,-0.0029,0.0009
30540,33.4236,33.4236,52.46,-0.0029,0.0009
